CMS Certification Number (CCN),Provider Name,Provider Address,City/Town,State,ZIP Code,Survey Date,Survey Type,Deficiency Prefix,Deficiency Category,Deficiency Tag Number,Deficiency Description,Scope Severity Code,Deficiency Corrected,Correction Date,Inspection Cycle,Standard Deficiency,Complaint Deficiency,Infection Control Inspection Deficiency,Citation under IDR,Citation under IIDR,Location,Processing Date,days_since_survey,severity_priority
525713,NEIGHBORS - EAST NEIGHBORHOOD (THE),658 HOWISON CIRCLE,MENOMONIE,WI,54751,2026-01-07,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-02-07,1,Y,N,N,N,N,"658 HOWISON CIRCLE,MENOMONIE,WI,54751",2026-03-01,89,Serious
535025,Polaris Rehabilitation and Care Center,2700 E 12th Street,Cheyenne,WY,82001,2026-01-15,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has plan of correction",2026-02-11,1,Y,Y,N,N,N,"2700 E 12th Street,Cheyenne,WY,82001",2026-03-01,81,Minor
535059,Star Valley Care Center,130 Hospital Lane,Afton,WY,83110,2026-02-12,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has no plan of correction",,1,Y,N,N,N,N,"130 Hospital Lane,Afton,WY,83110",2026-03-01,53,Minor
555039,FIRESIDE HEALTH CARE CENTER,947 3RD STREET,SANTA MONICA,CA,90403,2026-01-23,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-24,1,Y,N,N,N,N,"947 3RD STREET,SANTA MONICA,CA,90403",2026-03-01,73,Minor
555080,TRACY NURSING AND REHABILITATION CENTER,545 WEST BEVERLY PLACE,TRACY,CA,95376,2026-01-20,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has no plan of correction",,1,N,Y,N,N,N,"545 WEST BEVERLY PLACE,TRACY,CA,95376",2026-03-01,76,Minor
555195,Del Rosa Villa,2018 N Del Rosa Ave,San Bernardino,CA,92404,2026-02-12,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has no plan of correction",,1,Y,N,N,N,N,"2018 N Del Rosa Ave,San Bernardino,CA,92404",2026-03-01,53,Minor
555226,THE SPRINGS HEALTHCARE CENTER AT THE CARLOTTA,41505 CARLOTTA DRIVE,PALM DESERT,CA,92211,2026-01-28,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-16,1,N,Y,N,N,N,"41505 CARLOTTA DRIVE,PALM DESERT,CA,92211",2026-03-01,68,Minor
555256,THE REHABILITATION CENTER OF BAKERSFIELD,2211 MOUNT VERNON AVENUE,BAKERSFIELD,CA,93306,2026-01-16,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-02-09,1,Y,N,N,N,N,"2211 MOUNT VERNON AVENUE,BAKERSFIELD,CA,93306",2026-03-01,80,Serious
555256,THE REHABILITATION CENTER OF BAKERSFIELD,2211 MOUNT VERNON AVENUE,BAKERSFIELD,CA,93306,2026-01-16,Health,F,Infection Control Deficiencies,0881,Implement a program that monitors antibiotic use.,D,"Deficient, Provider has date of correction",2026-02-09,1,Y,N,N,N,N,"2211 MOUNT VERNON AVENUE,BAKERSFIELD,CA,93306",2026-03-01,80,Minor
555306,KEI-AI SOUTH BAY HEALTHCARE CENTER,15115 S VERMONT AVE,GARDENA,CA,90247,2026-01-23,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-13,1,Y,N,N,N,N,"15115 S VERMONT AVE,GARDENA,CA,90247",2026-03-01,73,Minor
555326,CARMEL MOUNTAIN REHABILITATION & HEALTHCARE CENTER,11895 AVENUE OF INDUSTRY,SAN DIEGO,CA,92128,2026-01-22,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has no plan of correction",,1,N,Y,N,N,N,"11895 AVENUE OF INDUSTRY,SAN DIEGO,CA,92128",2026-03-01,74,Serious
555328,FOUNTAIN VALLEY POST ACUTE,11680 WARNER AVENUE,FOUNTAIN VALLEY,CA,92708,2026-01-13,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-12,1,Y,N,N,N,N,"11680 WARNER AVENUE,FOUNTAIN VALLEY,CA,92708",2026-03-01,83,Minor
555330,RIVERSIDE POSTACUTE CARE,8781 LAKEVIEW AVENUE,RIVERSIDE,CA,92509,2026-01-23,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has no plan of correction",,1,N,Y,N,N,N,"8781 LAKEVIEW AVENUE,RIVERSIDE,CA,92509",2026-03-01,73,Minor
555416,GLENDORA CANYON TRANSITIONAL CARE UNIT,401 W. ADA AVE.,GLENDORA,CA,91741,2026-01-16,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-02-13,1,Y,N,N,N,N,"401 W. ADA AVE.,GLENDORA,CA,91741",2026-03-01,80,Serious
555605,GLENHAVEN HEALTHCARE,212 WEST CHEVY CHASE DRIVE,GLENDALE,CA,91204,2026-01-09,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-02-04,1,Y,N,N,N,N,"212 WEST CHEVY CHASE DRIVE,GLENDALE,CA,91204",2026-03-01,87,Serious
555616,ARARAT POST ACUTE,1230 E. WINDSOR RD.,GLENDALE,CA,91205,2026-01-23,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-02-13,1,Y,N,N,N,N,"1230 E. WINDSOR RD.,GLENDALE,CA,91205",2026-03-01,73,Serious
555663,LINDSAY GARDENS NURSING & REHABILITATION,1011 W. TULARE ROAD,LINDSAY,CA,93247,2026-01-08,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-01-30,1,Y,N,N,N,N,"1011 W. TULARE ROAD,LINDSAY,CA,93247",2026-03-01,88,Serious
555706,DEL AMO GARDENS CARE CENTER,22419 KENT AVENUE,TORRANCE,CA,90505,2026-01-23,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-15,1,Y,N,N,N,N,"22419 KENT AVENUE,TORRANCE,CA,90505",2026-03-01,73,Minor
555738,Terrace Post Acute,7447 SEPULVEDA BLVD,VAN NUYS,CA,91405,2026-01-15,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-01-20,1,Y,N,N,N,N,"7447 SEPULVEDA BLVD,VAN NUYS,CA,91405",2026-03-01,81,Minor
555808,SANTA MONICA REHABILITATION CENTER,1338 20TH STREET,SANTA MONICA,CA,90404,2026-01-06,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-01-23,1,N,Y,N,N,N,"1338 20TH STREET,SANTA MONICA,CA,90404",2026-03-01,90,Serious
555816,LAWNDALE HEALTHCARE & WELLNESS CENTRE LLC,15100 S PRAIRIE,LAWNDALE,CA,90260,2026-01-21,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-06,1,N,Y,N,N,N,"15100 S PRAIRIE,LAWNDALE,CA,90260",2026-03-01,75,Minor
555816,LAWNDALE HEALTHCARE & WELLNESS CENTRE LLC,15100 S PRAIRIE,LAWNDALE,CA,90260,2026-01-23,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",2026-01-25,1,Y,N,N,N,N,"15100 S PRAIRIE,LAWNDALE,CA,90260",2026-03-01,73,Serious
555819,ELMWOOD CARE CENTER,2829 SHATTUCK AVENUE,BERKELEY,CA,94705,2026-01-07,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-01-23,1,N,Y,N,N,N,"2829 SHATTUCK AVENUE,BERKELEY,CA,94705",2026-03-01,89,Minor
555900,VETERANS HOME OF CALIFORNIA - FRESNO,2811 W CESAR CHAVEZ BLVD,FRESNO,CA,93706,2026-01-30,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-02-23,1,Y,N,N,N,N,"2811 W CESAR CHAVEZ BLVD,FRESNO,CA,93706",2026-03-01,66,Serious
675049,Avir at Pampa,1504 W KENTUCKY AVE,PAMPA,TX,79065,2026-01-28,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-02-13,1,Y,N,N,N,N,"1504 W KENTUCKY AVE,PAMPA,TX,79065",2026-03-01,68,Serious
675085,Paradigm at Woodwind Lakes,7215 Windfern Rd,Houston,TX,77040,2026-01-09,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has no plan of correction",,1,Y,N,N,N,N,"7215 Windfern Rd,Houston,TX,77040",2026-03-01,87,Minor
675133,HIGHLAND PINES NURSING HOME,1100 N 4TH ST,LONGVIEW,TX,75601,2026-01-14,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-01-15,1,Y,N,N,N,N,"1100 N 4TH ST,LONGVIEW,TX,75601",2026-03-01,82,Minor
675172,Cascades at Port Arthur,6600 Ninth Ave,Port Arthur,TX,77642,2026-01-07,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-06,1,Y,N,N,N,N,"6600 Ninth Ave,Port Arthur,TX,77642",2026-03-01,89,Minor
675321,Paradigm at Faith Memorial,811 Garner Rd,Pasadena,TX,77502,2026-01-07,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has no plan of correction",,1,N,Y,N,N,N,"811 Garner Rd,Pasadena,TX,77502",2026-03-01,89,Serious
675363,WINDSOR NURSING AND REHABILITATION CENTER OF WESLA,721 AIRPORT DR,WESLACO,TX,78596,2026-01-14,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-01-15,1,N,Y,N,N,N,"721 AIRPORT DR,WESLACO,TX,78596",2026-03-01,82,Minor
675390,SUNFLOWER PARK HEALTH CARE,1803 HIGHWAY 243 EAST,KAUFMAN,TX,75142,2026-01-07,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-01-08,1,Y,N,N,N,N,"1803 HIGHWAY 243 EAST,KAUFMAN,TX,75142",2026-03-01,89,Serious
675402,Rockwall Nursing Care Center,206 Storrs,Rockwall,TX,75087,2026-01-09,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-01-10,1,N,Y,N,N,N,"206 Storrs,Rockwall,TX,75087",2026-03-01,87,Minor
675475,WINDSOR NURSING AND REHABILITATION CENTER OF RAYMO,1700 S EXPRESSWAY 77,RAYMONDVILLE,TX,78580,2026-01-21,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-01-22,1,N,Y,N,N,N,"1700 S EXPRESSWAY 77,RAYMONDVILLE,TX,78580",2026-03-01,75,Minor
675556,CYPRESS WOODS CARE CENTER,135 1/2 HOSPITAL DR,ANGLETON,TX,77515,2026-01-13,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has no plan of correction",,1,N,Y,N,N,N,"135 1/2 HOSPITAL DR,ANGLETON,TX,77515",2026-03-01,83,Serious
675592,C C YOUNG MEMORIAL HOME,4849 W. LAWTHER DR.,DALLAS,TX,75214,2026-01-15,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has no plan of correction",,1,Y,N,N,N,N,"4849 W. LAWTHER DR.,DALLAS,TX,75214",2026-03-01,81,Minor
675672,Avir at River Ridge,3922 W River Dr,Corpus Christi,TX,78410,2026-01-29,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has no plan of correction",,1,N,Y,N,N,N,"3922 W River Dr,Corpus Christi,TX,78410",2026-03-01,67,Serious
675790,GARLAND NURSING AND REHABILITATION,321 N SHILOH RD,GARLAND,TX,75042,2026-01-17,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has plan of correction",2026-01-19,1,N,Y,N,N,N,"321 N SHILOH RD,GARLAND,TX,75042",2026-03-01,79,Minor
675816,GREENBRIER NURSING & REHABILITATION CENTER OF PALE,2404 HWY 155,PALESTINE,TX,75803,2026-01-29,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-01-30,1,Y,N,N,N,N,"2404 HWY 155,PALESTINE,TX,75803",2026-03-01,67,Serious
675945,WELLINGTON CARE CENTER,1506 CHILDRESS ST,WELLINGTON,TX,79095,2026-01-30,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-03,1,Y,N,N,N,N,"1506 CHILDRESS ST,WELLINGTON,TX,79095",2026-03-01,66,Minor
676002,THE PLAZA AT EDGEMERE,8502 EDGEMERE,DALLAS,TX,75225,2026-01-22,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has no plan of correction",,1,Y,N,N,N,N,"8502 EDGEMERE,DALLAS,TX,75225",2026-03-01,74,Minor
676005,PARK PLACE NURSING & REHABILITATION CENTER,2450 E FIFTH ST,TYLER,TX,75701,2026-01-21,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has plan of correction",2026-01-26,1,N,Y,N,N,N,"2450 E FIFTH ST,TYLER,TX,75701",2026-03-01,75,Serious
676008,SILSBEE OAKS HEALTH CARE LLP,920 E AVE L,SILSBEE,TX,77656,2026-01-28,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-06,1,Y,N,N,N,N,"920 E AVE L,SILSBEE,TX,77656",2026-03-01,68,Minor
676079,Park View Nursing Care Center,1100 W Ave J,Muleshoe,TX,79347,2026-01-15,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has no plan of correction",,1,Y,N,N,N,N,"1100 W Ave J,Muleshoe,TX,79347",2026-03-01,81,Minor
676098,THE PLAZA AT RICHARDSON,1301 RICHARDSON DR,RICHARDSON,TX,75080,2026-01-07,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-01-08,1,N,Y,N,N,N,"1301 RICHARDSON DR,RICHARDSON,TX,75080",2026-03-01,89,Minor
676109,CALDER WOODS,7080 CALDER,BEAUMONT,TX,77706,2026-01-30,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has no plan of correction",,1,Y,N,N,N,N,"7080 CALDER,BEAUMONT,TX,77706",2026-03-01,66,Serious
676132,Avir at Fort Worth,7100 TRAIL LAKE DR,FORT WORTH,TX,76133,2026-01-20,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has plan of correction",2026-01-21,1,N,Y,N,N,N,"7100 TRAIL LAKE DR,FORT WORTH,TX,76133",2026-03-01,76,Minor
676195,Falcon Point Post Acute,23553 West Fernhurst Drive,Katy,TX,77494,2026-01-08,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-01-15,1,N,Y,N,N,N,"23553 West Fernhurst Drive,Katy,TX,77494",2026-03-01,88,Minor
676223,Bayou Pines Care Center,4905 Fleming Street,La Marque,TX,77568,2026-01-15,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has no plan of correction",,1,N,Y,N,N,N,"4905 Fleming Street,La Marque,TX,77568",2026-03-01,81,Serious
676269,RAYBURN HEALTH CARE & REHABILITATION,144 BULLDOG AVENUE,JASPER,TX,75951,2026-01-21,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has plan of correction",2026-03-07,1,Y,N,N,N,N,"144 BULLDOG AVENUE,JASPER,TX,75951",2026-03-01,75,Serious
676288,AVIR AT COTULLA,369 MARS DR,COTULLA,TX,78014,2026-01-08,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-01-20,1,Y,N,N,N,N,"369 MARS DR,COTULLA,TX,78014",2026-03-01,88,Minor
676290,SPJST REST HOME 1,1810 OLD GRANGER ROAD,TAYLOR,TX,76574,2026-01-16,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-02-12,1,Y,N,N,N,N,"1810 OLD GRANGER ROAD,TAYLOR,TX,76574",2026-03-01,80,Serious
676319,CORINTH REHABILITATION SUITES ON THE PARKWAY,3511 CORINTH PARKWAY,CORINTH,TX,76208,2026-01-07,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-01-09,1,N,Y,N,N,N,"3511 CORINTH PARKWAY,CORINTH,TX,76208",2026-03-01,89,Minor
676365,WILLOW PARK REHABILITATION AND CARE CENTER,300 CROWNE POINT BLVD,WILLOW PARK,TX,76087,2026-01-13,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has no plan of correction",,1,N,Y,N,N,N,"300 CROWNE POINT BLVD,WILLOW PARK,TX,76087",2026-03-01,83,Minor
676374,Midlothian Healthcare Center,900 George Hopper Rd,Midlothian,TX,76065,2026-01-31,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has no plan of correction",,1,N,Y,N,N,N,"900 George Hopper Rd,Midlothian,TX,76065",2026-03-01,65,Minor
676418,THE HEIGHTS OF BULVERDE,384 HARMONY HILLS,SPRING BRANCH,TX,78070,2026-01-13,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-01-14,1,N,Y,N,N,N,"384 HARMONY HILLS,SPRING BRANCH,TX,78070",2026-03-01,83,Minor
676437,Accel at College Station,1500 Medical Avenue,College Station,TX,77845,2026-01-29,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has plan of correction",2026-01-30,1,N,Y,N,N,N,"1500 Medical Avenue,College Station,TX,77845",2026-03-01,67,Minor
676450,Terra Bella Health and Wellness Suites,12262 Cityscape Ave,Houston,TX,77047,2026-01-13,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-01-23,1,N,Y,N,N,N,"12262 Cityscape Ave,Houston,TX,77047",2026-03-01,83,Serious
676497,Lakeside Health and Wellness,110 N State Hwy 274,Kemp,TX,75143,2026-01-22,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has plan of correction",2026-02-09,1,Y,N,N,N,N,"110 N State Hwy 274,Kemp,TX,75143",2026-03-01,74,Serious
